Lot-ID,Wafer-NO,No,6,7,8,11,12,15,ANN
1639,7,133,549,-112,1389,940,737,-70,0
1639,7,134,20,-16,1392,138,96,-4,0
1639,7,135,-5,-16,483,1,-11,-1,0
1639,7,136,-5,-16,400,1,-11,0,0
1639,7,137,-5,-16,394,1,-11,-1,0
1639,7,138,-5,-16,394,1,-11,-1,0
1639,7,139,-5,-16,390,1,-11,-1,0
1639,7,140,-5,-16,390,1,-11,0,0
1639,7,141,-6,-16,394,1,-11,-1,0
1639,7,142,-5,-17,390,1,-12,-1,0
1642,1,1,-5,-14,6,1,-11,0,0
1642,1,2,-5,-14,6,1,-11,-1,0
1642,1,3,-5,-14,6,1,-11,-1,0
1642,1,4,-5,-14,621,1,-11,-1,0
1642,1,5,-5,-14,512,1,-11,-1,0
1642,1,6,-5,-14,1539,1,-11,-1,0
1642,1,7,-5,-14,1866,1,-11,-1,0
1642,1,8,-5,-14,2179,1,-11,-1,0
1642,1,9,-5,-14,2227,1,-11,0,0
1642,1,10,-5,-14,2259,1,-11,-1,0
1642,1,11,-5,-14,2298,1,-11,-1,0
1642,1,12,-5,-14,2323,1,-11,-1,0
1642,1,13,-5,-14,2362,1,-11,-2,0
1642,1,14,-5,-14,2387,1,-11,-1,0
1642,1,15,-5,-14,2406,1,-11,-1,0
1642,1,16,580,1721,2397,1,-11,-1,0
1642,1,17,537,424,2438,1394,455,-61,0
1642,1,18,566,-51,2406,2047,1011,-49,0
1642,1,19,564,-97,2400,2047,1060,-35,0
1642,1,20,577,-100,2403,2047,1041,-30,0
1642,1,21,586,-100,2397,2047,1004,-27,0
1642,1,22,592,-102,2394,2047,979,-26,0
1642,1,23,596,-103,2400,2047,951,-25,0
1642,1,24,598,-103,2384,2047,937,-24,0
1642,1,25,600,-103,2403,2047,918,-23,0
1642,1,26,602,-103,2394,2047,907,-23,0
1642,1,27,602,-104,2400,2047,894,-23,0
1642,1,28,604,-97,2387,2047,902,-24,0
1642,1,29,602,-101,2413,2047,888,-22,0
1642,1,30,-4,-14,1766,9,-9,-1,0
1642,1,31,-4,-14,186,2,-11,-1,0
1642,1,32,-4,-14,74,1,-11,-1,0
1642,1,33,-5,-14,48,1,-11,-1,0
1642,1,34,-5,-14,32,1,-11,-1,0
1642,1,35,-5,-16,22,1,-11,-1,0
1642,1,36,-5,-15,19,1,-11,0,0
1642,1,37,-4,-12,16,1,-11,-1,0
1642,1,38,-4,-12,13,1,-11,-1,0
1642,1,39,-4,-13,13,1,-11,-1,0
1642,1,40,-4,-13,704,1,-11,-1,0
1642,1,41,-4,-13,1005,1,-11,-1,0
1642,1,42,-5,-16,1213,1,-11,0,0
1642,1,43,-5,-14,1328,1,-11,-1,0
1642,1,44,-4,-14,1328,1,-11,-1,0
1642,1,45,-4,-14,1360,1,-11,-1,0
1642,1,46,-5,-14,1376,1,-11,-1,0
1642,1,47,-5,-14,1382,1,-11,-1,0
1642,1,48,485,154,1389,715,521,-6,0
1642,1,49,520,29,1389,959,764,-71,0
1642,1,50,509,-96,1389,1048,854,-84,0
1642,1,51,522,-99,1389,1081,888,-92,0
1642,1,52,532,-101,1389,1100,907,-96,0
1642,1,53,538,-102,1386,1113,919,-98,0
1642,1,54,542,-102,1386,1121,926,-100,0
1642,1,55,548,-102,1389,1137,942,-101,0
1642,1,56,549,-102,1389,1142,946,-102,0
1642,1,57,550,-101,1389,1143,946,-103,0
1642,1,58,550,-101,1392,1143,945,-103,0
1642,1,59,550,-101,1392,1145,947,-103,0
1642,1,60,550,-101,1392,1147,947,-103,0
1642,1,61,550,-101,1392,1148,949,-104,0
1642,1,62,550,-101,1392,1147,946,-104,0
1642,1,63,551,-101,1395,1148,947,-104,0
1642,1,64,550,-101,1392,1150,948,-104,0
1642,1,65,551,-101,1392,1150,948,-104,0
1642,1,66,551,-101,1392,1151,948,-104,0
1642,1,67,551,-101,1392,1151,948,-104,0
1642,1,68,551,-101,1389,1151,948,-104,0
1642,1,69,551,-101,1389,1152,948,-104,0
1642,1,70,551,-101,1389,1151,947,-105,0
1642,1,71,551,-100,1395,1151,946,-105,0
1642,1,72,551,-100,1392,1151,945,-105,0
1642,1,73,551,-101,1395,1151,946,-105,0
1642,1,74,551,-101,1392,1152,946,-105,0
1642,1,75,552,-101,1392,1153,947,-105,0
1642,1,76,550,-101,1392,1151,944,-105,0
1642,1,77,550,-101,1392,1152,946,-105,0
1642,1,78,550,-101,1392,1152,945,-105,0
1642,1,79,550,-101,1389,1152,945,-105,0
1642,1,80,550,-100,1392,1151,944,-105,0
1642,1,81,550,-101,1392,1152,944,-105,0
1642,1,82,550,-103,1395,1151,944,-105,0
1642,1,83,550,-103,1392,1151,943,-105,0
1642,1,84,550,-103,1395,1152,943,-105,0
1642,1,85,550,-103,1392,1152,943,-106,0
1642,1,86,550,-103,1395,1151,943,-105,0
1642,1,87,551,-102,1392,1152,944,-106,0
1642,1,88,551,-102,1395,1151,942,-106,0
1642,1,89,551,-102,1395,1152,943,-106,0
1642,1,90,551,-102,1395,1152,944,-106,0
1642,1,91,551,-102,1392,1153,944,-106,0
1642,1,92,551,-103,1395,1152,943,-106,0
1642,1,93,551,-102,1392,1153,944,-106,0
1642,1,94,551,-103,1392,1154,944,-106,0
1642,1,95,551,-102,1392,1154,944,-106,0
1642,1,96,550,-102,1389,1154,944,-106,0
1642,1,97,550,-102,1389,1154,944,-106,0
1642,1,98,550,-103,1392,1153,943,-106,0
1642,1,99,550,-103,1395,1152,941,-106,0
1642,1,100,550,-102,1395,1152,942,-106,0
1642,1,101,550,-102,1395,1152,941,-106,0
1642,1,102,550,-102,1395,1152,941,-106,0
1642,1,103,550,-102,1392,1153,943,-106,0
1642,1,104,550,-102,1392,1153,943,-106,0
1642,1,105,550,-102,1395,1153,942,-106,0
1642,1,106,551,-102,1392,1153,942,-106,0
1642,1,107,551,-102,1395,1153,942,-106,0
1642,1,108,551,-102,1392,1154,943,-106,0
1642,1,109,551,-101,1392,1155,943,-106,0
1642,1,110,551,-102,1392,1154,943,-106,0
1642,1,111,551,-103,1395,1154,942,-106,0
1642,1,112,551,-102,1392,1154,942,-106,0
1642,1,113,550,-101,1395,1151,940,-106,0
1642,1,114,550,-102,1395,1152,940,-106,0
1642,1,115,550,-102,1395,1152,940,-106,0
1642,1,116,550,-103,1392,1152,940,-106,0
1642,1,117,550,-103,1392,1152,940,-106,0
1642,1,118,550,-103,1392,1152,940,-106,0
1642,1,119,550,-103,1392,1153,941,-106,0
1642,1,120,550,-102,1392,1153,940,-106,0
1642,1,121,550,-103,1392,1153,941,-106,0
1642,1,122,550,-103,1392,1153,941,-106,0
1642,1,123,550,-103,1398,1152,940,-106,0
1642,1,124,550,-102,1395,1153,941,-106,0
1642,1,125,550,-102,1395,1152,940,-106,0
1642,1,126,550,-103,1392,1153,940,-106,0
1642,1,127,550,-103,1392,1153,941,-107,0
1642,1,128,550,-103,1395,1153,941,-106,0
1642,1,129,550,-102,1392,1154,941,-107,0
1642,1,130,550,-102,1392,1154,942,-107,0
1642,1,131,550,-102,1389,1157,944,-107,0
1642,1,132,550,-102,1389,1156,943,-107,0
1642,1,133,550,-102,1389,1156,943,-107,0
1642,1,134,-4,-15,608,2,-10,0,0
1642,1,135,-4,-15,410,1,-11,0,0
1642,1,136,-5,-15,397,1,-11,-1,0
1642,1,137,-4,-15,394,1,-11,-1,0
1642,1,138,-5,-15,394,1,-11,-1,0
1642,1,139,-5,-15,394,1,-11,-1,0
1642,1,140,-5,-15,394,1,-11,-1,0
1642,1,141,-5,-15,394,1,-11,-1,0
1642,2,1,-5,-15,45,1,-11,-1,0
1642,2,2,-5,-15,19,1,-11,-1,0
1642,2,3,-5,-15,13,1,-11,-1,0
1642,2,4,-5,-15,6,1,-11,-1,0
1642,2,5,-5,-15,6,1,-11,-1,0
1642,2,6,-5,-15,6,1,-11,-1,0
1642,2,7,-5,-15,6,1,-11,-1,0
1642,2,8,-5,-15,6,1,-11,-1,0
1642,2,9,-5,-15,6,1,-11,-1,0
1642,2,10,-5,-15,6,1,-11,-1,0
1642,2,11,-5,-15,653,1,-11,-1,0
1642,2,12,-5,-15,490,1,-11,-1,0
1642,2,13,-5,-15,1354,1,-11,-1,0
1642,2,14,-5,-15,1824,1,-11,0,0
1642,2,15,-5,-15,2112,1,-11,0,0
1642,2,16,-5,-14,2234,1,-11,0,0
1642,2,17,-5,-14,2230,1,-11,0,0
1642,2,18,-5,-14,2246,1,-11,0,0
1642,2,19,-5,-14,2291,1,-11,-1,0
1642,2,20,-5,-14,2323,1,-11,0,0
1642,2,21,-5,-14,2358,1,-11,-1,0
1642,2,22,-5,-14,2394,1,-11,-1,0
1642,2,23,-5,-14,2400,1,-11,0,0
1642,2,24,547,245,2394,915,291,-84,0
1642,2,25,606,-66,2467,2047,1022,-64,0
1642,2,26,601,-103,2410,2047,1201,-44,0
1642,2,27,602,-104,2400,2047,1146,-36,0
1642,2,28,603,-104,2397,2047,1090,-32,0
1642,2,29,603,-105,2390,2047,1037,-29,0
1642,2,30,603,-106,2387,2047,1006,-28,0
1642,2,31,603,-104,2403,2047,974,-27,0
1642,2,32,603,-105,2406,2047,955,-26,0
1642,2,33,604,-104,2406,2047,939,-25,0
1642,2,34,602,-105,2406,2047,923,-24,0
1642,2,35,603,-105,2400,2047,914,-24,0
1642,2,36,603,-105,2400,2047,906,-24,0
1642,2,37,603,-104,2397,2047,900,-23,0
1642,2,38,-2,-14,2310,54,4,-1,0
1642,2,39,-4,-14,186,2,-11,-1,0
1642,2,40,-4,-14,83,1,-11,-1,0
1642,2,41,-4,-14,48,1,-11,-1,0
1642,2,42,-5,-14,32,1,-11,-1,0
1642,2,43,-5,-14,22,1,-11,0,0
1642,2,44,-5,-14,19,1,-11,-1,0
1642,2,45,-4,-14,13,1,-11,-1,0
1642,2,46,-5,-14,13,1,-11,-1,0
1642,2,47,-5,-14,13,1,-11,0,0
1642,2,48,-5,-15,614,1,-11,0,0
1642,2,49,-5,-14,992,1,-11,0,0
1642,2,50,-5,-17,1155,1,-11,0,0
1642,2,51,-4,-14,1296,1,-11,-1,0
1642,2,52,-4,-13,1318,1,-11,0,0
1642,2,53,-4,-14,1341,1,-11,0,0
1642,2,54,-4,-13,1366,1,-11,-1,0
1642,2,55,-4,-13,1386,1,-11,0,0
1642,2,56,540,74,1389,829,617,-25,0
1642,2,57,557,15,1389,1025,813,-81,0
1642,2,58,547,-102,1392,1123,911,-96,0
1642,2,59,549,-100,1392,1126,912,-98,0
1642,2,60,549,-101,1392,1127,912,-99,0
1642,2,61,549,-103,1389,1139,922,-100,0
1642,2,62,549,-102,1392,1140,922,-100,0
1642,2,63,549,-104,1392,1144,927,-101,0
1642,2,64,548,-105,1392,1149,930,-102,0
1642,2,65,549,-104,1392,1149,931,-102,0
1642,2,66,550,-103,1392,1151,932,-103,0
1642,2,67,550,-104,1392,1151,931,-103,0
1642,2,68,549,-106,1392,1150,930,-103,0
1642,2,69,549,-107,1395,1151,931,-103,0
1642,2,70,549,-107,1395,1150,930,-103,0
1642,2,71,549,-106,1395,1151,930,-104,0
1642,2,72,550,-106,1395,1151,930,-104,0
1642,2,73,550,-107,1395,1152,930,-103,0
1642,2,74,548,-110,1395,1152,930,-104,0
1642,2,75,550,-106,1395,1153,931,-104,0
1642,2,76,550,-105,1395,1152,930,-104,0
1642,2,77,550,-105,1392,1154,932,-104,0
1642,2,78,551,-104,1395,1153,930,-104,0
1642,2,79,550,-105,1395,1154,931,-104,0
1642,2,80,550,-105,1395,1154,931,-104,0
1642,2,81,551,-106,1395,1153,930,-105,0
1642,2,82,550,-105,1395,1153,929,-105,0
1642,2,83,551,-105,1392,1155,931,-105,0
1642,2,84,551,-105,1395,1154,930,-106,0
1642,2,85,551,-104,1392,1155,931,-105,0
1642,2,86,551,-105,1392,1156,931,-106,0
1642,2,87,551,-105,1392,1156,931,-106,0
1642,2,88,551,-105,1392,1157,932,-105,0
1642,2,89,551,-105,1392,1156,931,-106,0
1642,2,90,551,-105,1392,1155,930,-106,0
1642,2,91,551,-105,1395,1154,929,-106,0
1642,2,92,551,-106,1392,1155,929,-106,0
1642,2,93,551,-105,1395,1155,929,-105,0
1642,2,94,550,-105,1392,1153,928,-106,0
1642,2,95,550,-105,1395,1153,928,-105,0
1642,2,96,550,-104,1395,1154,928,-105,0
1642,2,97,550,-105,1395,1154,928,-106,0
1642,2,98,551,-105,1395,1154,928,-106,0
1642,2,99,550,-105,1395,1154,928,-106,0
1642,2,100,551,-105,1392,1155,929,-106,0
1642,2,101,550,-105,1392,1156,929,-106,0
1642,2,102,550,-105,1392,1155,928,-106,0
1642,2,103,550,-105,1392,1156,930,-106,0
1642,2,104,551,-105,1392,1156,929,-106,0
1642,2,105,551,-105,1392,1157,930,-106,0
1642,2,106,551,-105,1392,1156,929,-106,0
1642,2,107,551,-105,1392,1156,929,-106,0
1642,2,108,551,-104,1392,1156,929,-106,0
1642,2,109,550,-106,1392,1156,929,-106,0
1642,2,110,551,-105,1392,1156,929,-106,0
1642,2,111,551,-106,1392,1156,929,-106,0
1642,2,112,551,-105,1392,1156,929,-106,0
1642,2,113,551,-106,1395,1155,928,-106,0
1642,2,114,551,-105,1395,1155,928,-106,0
1642,2,115,551,-105,1395,1154,927,-106,0
1642,2,116,551,-106,1395,1155,928,-106,0
1642,2,117,551,-105,1392,1156,928,-106,0
1642,2,118,551,-106,1395,1156,929,-107,0
1642,2,119,551,-105,1392,1155,927,-106,0
1642,2,120,552,-104,1395,1155,927,-106,0
1642,2,121,550,-104,1395,1153,925,-106,0
1642,2,122,550,-105,1398,1152,924,-106,0
1642,2,123,550,-104,1395,1152,924,-106,0
1642,2,124,550,-104,1395,1153,925,-106,0
1642,2,125,550,-105,1395,1153,925,-106,0
1642,2,126,550,-104,1392,1154,927,-106,0
1642,2,127,550,-105,1392,1155,927,-106,0
1642,2,128,550,-104,1392,1155,927,-107,0
1642,2,129,550,-104,1392,1155,927,-106,0
1642,2,130,551,-104,1392,1156,928,-106,0
1642,2,131,550,-105,1392,1155,927,-107,0
1642,2,132,550,-105,1392,1155,927,-106,0
1642,2,133,551,-104,1392,1155,928,-107,0
1642,2,134,551,-104,1392,1156,928,-107,0
1642,2,135,550,-105,1389,1156,928,-107,0
1642,2,136,551,-105,1389,1157,929,-107,0
1642,2,137,551,-104,1389,1157,929,-107,0
1642,2,138,550,-104,1389,1157,929,-107,0
1642,2,139,550,-106,1395,1156,928,-107,0
1642,2,140,550,-105,1392,1156,928,-107,0
1642,2,141,551,-104,1392,1157,929,-107,0
1642,2,142,-4,-15,608,2,-10,-1,0
1642,2,143,-5,-15,410,1,-11,-1,0
1642,2,144,-5,-15,397,1,-11,-1,0
1642,2,145,-4,-15,394,1,-11,0,0
1642,2,146,-5,-15,394,1,-11,-1,0
1642,2,147,-5,-15,394,1,-11,0,0
1642,2,148,-5,-15,394,1,-11,-1,0
1642,2,149,-5,-15,394,1,-11,-1,0
1642,3,1,-5,-15,42,1,-11,-2,0
1642,3,2,-5,-15,19,1,-11,-1,0
1642,3,3,-5,-15,10,1,-11,0,0
1642,3,4,-5,-15,6,1,-11,-1,0
1642,3,5,-5,-15,6,1,-11,-1,0
1642,3,6,-5,-15,6,1,-11,-1,0
1642,3,7,-5,-15,6,1,-11,-1,0
1642,3,8,-5,-15,6,1,-11,-1,0
1642,3,9,-5,-15,6,1,-11,-1,0
1642,3,10,-5,-15,6,1,-11,-1,0
1642,3,11,-5,-15,650,1,-11,0,0
1642,3,12,-5,-15,493,1,-11,0,0
1642,3,13,-5,-15,1379,1,-11,-1,0
1642,3,14,-5,-15,1853,1,-11,-1,0
1642,3,15,-5,-15,2125,1,-11,-1,0
1642,3,16,-5,-15,2253,1,-11,-1,0
1642,3,17,-5,-15,2246,1,-11,-1,0
1642,3,18,-5,-15,2266,1,-11,0,0
1642,3,19,-5,-15,2307,1,-11,-1,0
1642,3,20,-5,-15,2336,1,-11,-1,0
1642,3,21,-5,-15,2365,1,-11,-1,0
1642,3,22,-5,-15,2397,1,-11,-1,0
1642,3,23,-5,-15,2400,1,-11,-1,0
1642,3,24,549,86,2394,1240,414,-96,0
1642,3,25,602,-100,2461,2047,975,-63,0
1642,3,26,601,-103,2403,2047,885,-38,0
1642,3,27,603,-104,2403,2047,736,-32,0
1642,3,28,602,-106,2400,2047,637,-28,0
1642,3,29,603,-105,2397,2047,561,-26,0
1642,3,30,603,-106,2397,2047,523,-25,0
1642,3,31,603,-105,2397,2047,489,-24,0
1642,3,32,603,-106,2394,2047,469,-23,0
1642,3,33,603,-106,2400,2047,452,-23,0
1642,3,34,602,-105,2397,2033,435,-22,0
1642,3,35,602,-106,2394,2016,425,-22,0
1642,3,36,603,-105,2397,1993,414,-21,0
1642,3,37,603,-105,2397,1978,406,-21,0
1642,3,38,-2,-14,2323,33,-5,-1,0
1642,3,39,-5,-15,186,1,-11,0,0
1642,3,40,-5,-15,86,1,-11,-1,0
1642,3,41,-5,-15,48,1,-11,-1,0
1642,3,42,-5,-15,32,1,-11,-1,0
1642,3,43,-5,-14,26,1,-11,-1,0
1642,3,44,-5,-14,19,1,-11,-1,0
1642,3,45,-5,-15,16,1,-11,-1,0
1642,3,46,-5,-15,13,1,-11,-1,0
1642,3,47,-5,-15,13,1,-11,-1,0
1642,3,48,-5,-14,614,1,-11,-1,0
1642,3,49,-5,-15,1024,1,-11,-1,0
1642,3,50,-5,-17,1222,1,-11,0,0
1642,3,51,-5,-16,1299,1,-11,-1,0
1642,3,52,-4,-13,1312,1,-11,-1,0
1642,3,53,-4,-13,1341,1,-11,-1,0
1642,3,54,-4,-13,1363,1,-11,-1,0
1642,3,55,-4,-13,1386,1,-11,-1,0
1642,3,56,546,69,1389,896,593,-29,0
1642,3,57,564,83,1386,1124,740,-93,0
1642,3,58,548,-101,1386,1255,892,-110,0
1642,3,59,550,-101,1386,1264,924,-112,0
1642,3,60,551,-100,1386,1268,940,-113,0
1642,3,61,551,-100,1392,1273,955,-114,0
1642,3,62,550,-101,1389,1280,968,-115,0
1642,3,63,551,-100,1389,1285,975,-116,0
1642,3,64,550,-102,1389,1289,978,-116,0
1642,3,65,550,-102,1392,1293,977,-117,0
1642,3,66,550,-103,1389,1298,979,-117,0
1642,3,67,550,-103,1392,1303,980,-117,0
1642,3,68,550,-104,1389,1310,983,-117,0
1642,3,69,550,-104,1389,1314,982,-118,0
1642,3,70,550,-104,1386,1316,981,-118,0
1642,3,71,551,-104,1386,1320,981,-119,0
1642,3,72,551,-104,1389,1320,977,-119,0
1642,3,73,550,-104,1389,1322,977,-119,0
1642,3,74,551,-103,1389,1332,1002,-125,0
1642,3,75,551,-103,1389,1334,1002,-125,0
1642,3,76,551,-103,1389,1334,1000,-124,0
1642,3,77,551,-103,1392,1335,1000,-124,0
1642,3,78,551,-103,1392,1337,1001,-125,0
1642,3,79,551,-103,1392,1340,1003,-125,0
1642,3,80,552,-102,1389,1342,1003,-125,0
1642,3,81,551,-102,1392,1341,1001,-125,0
1642,3,82,551,-102,1392,1344,1002,-125,0
1642,3,83,551,-102,1389,1346,1004,-126,0
1642,3,84,551,-102,1389,1346,1004,-126,0
1642,3,85,551,-103,1389,1348,1004,-126,0
1642,3,86,551,-102,1389,1351,1008,-126,0
1642,3,87,551,-102,1386,1353,1008,-126,0
1642,3,88,552,-102,1386,1353,1008,-127,0
1642,3,89,551,-102,1386,1356,1010,-127,0
1642,3,90,551,-102,1386,1357,1011,-127,0
1642,3,91,551,-103,1386,1359,1013,-127,0
1642,3,92,551,-102,1386,1360,1013,-128,0
1642,3,93,551,-102,1382,1362,1015,-127,0
1642,3,94,551,-103,1389,1359,1010,-127,0
1642,3,95,551,-102,1389,1360,1011,-127,0
1642,3,96,551,-103,1389,1361,1012,-127,0
1642,3,97,551,-103,1389,1362,1013,-127,0
1642,3,98,551,-103,1389,1361,1012,-127,0
1642,3,99,551,-103,1392,1362,1012,-127,0
1642,3,100,551,-102,1389,1361,1011,-127,0
1642,3,101,551,-102,1392,1361,1011,-127,0
1642,3,102,552,-102,1395,1363,1012,-127,0
1642,3,103,551,-103,1392,1362,1011,-127,0
1642,3,104,552,-102,1392,1364,1013,-127,0
1642,3,105,552,-101,1389,1364,1013,-127,0
1642,3,106,551,-102,1392,1364,1014,-127,0
1642,3,107,551,-101,1392,1362,1010,-127,0
1642,3,108,550,-102,1392,1362,1012,-127,0
1642,3,109,551,-102,1395,1364,1013,-127,0
1642,3,110,551,-101,1392,1364,1015,-127,0
1642,3,111,551,-102,1395,1365,1016,-127,0
1642,3,112,551,-102,1392,1365,1016,-127,0
1642,3,113,551,-102,1395,1364,1016,-127,0
1642,3,114,551,-102,1395,1364,1016,-127,0
1642,3,115,551,-102,1395,1363,1017,-127,0
1642,3,116,551,-102,1395,1362,1016,-127,0
1642,3,117,551,-102,1395,1361,1017,-127,0
1642,3,118,551,-102,1395,1362,1019,-127,0
1642,3,119,551,-102,1395,1362,1020,-127,0
1642,3,120,551,-102,1398,1361,1020,-127,0
1642,3,121,551,-103,1398,1360,1020,-126,0
1642,3,122,551,-103,1395,1357,1027,-126,0
1642,3,123,550,-103,1395,1344,1033,-126,0
1642,3,124,550,-102,1395,1309,1039,-122,0
1642,3,125,550,-103,1392,1274,1048,-120,0
1642,3,126,550,-104,1392,1237,1049,-120,0
1642,3,127,550,-104,1392,1223,1052,-120,0
1642,3,128,550,-104,1392,1207,1053,-119,0
1642,3,129,550,-104,1392,1193,1056,-116,0
1642,3,130,550,-103,1392,1183,1054,-115,0
1642,3,131,550,-103,1392,1170,1045,-114,0
1642,3,132,550,-103,1395,1164,1038,-113,0
1642,3,133,550,-103,1395,1158,1029,-113,0
1642,3,134,550,-103,1392,1162,1030,-113,0
1642,3,135,550,-103,1395,1163,1028,-113,0
1642,3,136,550,-103,1392,1164,1025,-113,0
1642,3,137,550,-103,1392,1163,1022,-113,0
1642,3,138,551,-103,1392,1164,1021,-113,0
1642,3,139,551,-102,1392,1165,1021,-113,0
1642,3,140,550,-103,1392,1166,1019,-113,0
1642,3,141,551,-103,1389,1166,1017,-113,0
1642,3,142,-4,-16,611,2,-10,0,0
1642,3,143,-5,-15,410,1,-11,-1,0
1642,3,144,-5,-16,397,1,-11,0,0
1642,3,145,-5,-15,394,1,-11,-1,0
1642,3,146,-5,-16,394,1,-11,0,0
1642,3,147,-5,-16,394,1,-11,0,0
1642,3,148,-5,-16,394,1,-11,0,0
1642,3,149,-5,-16,394,1,-11,0,0
1642,4,1,-5,-16,32,1,-11,0,0
1642,4,2,-5,-15,16,1,-11,0,0
1642,4,3,-5,-15,10,1,-11,-1,0
1642,4,4,-5,-15,10,1,-11,-1,0
1642,4,5,-5,-16,6,1,-11,0,0
1642,4,6,-5,-16,6,1,-11,0,0
1642,4,7,-5,-16,6,1,-11,0,0
1642,4,8,-6,-16,6,1,-11,-1,0
1642,4,9,-5,-16,6,1,-11,-1,0
1642,4,10,-5,-16,6,1,-11,-1,0
1642,4,11,-5,-16,650,1,-11,-1,0
1642,4,12,-5,-16,502,1,-11,-1,0
1642,4,13,-5,-16,1366,1,-11,0,0
1642,4,14,-5,-16,1850,1,-11,-1,0
1642,4,15,-5,-15,2160,1,-11,-1,0
1642,4,16,-5,-15,2243,1,-11,0,0
1642,4,17,-5,-15,2346,1,-11,0,0
1642,4,18,-5,-15,2390,1,-11,0,0
1642,4,19,-5,-15,2397,1,-11,-1,0
1642,4,20,-5,-15,2397,1,-11,0,0
1642,4,21,609,7,2445,2047,897,-72,0
1642,4,22,603,-100,2416,2047,1120,-56,0
1642,4,23,601,-104,2400,2047,1018,-40,0
1642,4,24,602,-106,2400,2047,893,-34,0
1642,4,25,602,-106,2397,2047,810,-32,0
1642,4,26,602,-106,2397,2047,732,-30,0
1642,4,27,603,-106,2397,2047,686,-28,0
1642,4,28,603,-106,2394,2047,651,-28,0
1642,4,29,603,-106,2394,2047,617,-27,0
1642,4,30,603,-107,2397,2047,595,-26,0
1642,4,31,603,-107,2394,2047,574,-26,0
1642,4,32,603,-107,2397,2047,560,-25,0
1642,4,33,603,-106,2390,2047,548,-25,0
1642,4,34,22,-14,2384,353,66,1,0
1642,4,35,-4,-14,419,2,-11,0,0
1642,4,36,-5,-15,99,1,-11,-1,0
1642,4,37,-5,-15,58,1,-11,-1,0
1642,4,38,-5,-14,35,1,-11,-1,0
1642,4,39,-5,-14,26,1,-11,-1,0
1642,4,40,-5,-14,22,1,-11,-1,0
1642,4,41,-5,-14,16,1,-11,-1,0
1642,4,42,-5,-15,13,1,-11,-1,0
1642,4,43,-5,-15,13,1,-11,-1,0
1642,4,44,-5,-15,602,1,-11,0,0
1642,4,45,-5,-15,813,1,-11,0,0
1642,4,46,-5,-15,1149,1,-11,0,0
1642,4,47,-5,-15,1200,1,-11,0,0
1642,4,48,-5,-15,1334,1,-11,-1,0
1642,4,49,-5,-15,1366,1,-11,0,0
1642,4,50,-6,-17,1382,1,-11,0,0
1642,4,51,-5,-16,1386,1,-11,0,0
1642,4,52,551,-7,1389,957,718,-56,0
1642,4,53,548,-88,1392,1040,806,-76,0
1642,4,54,548,-101,1392,1050,814,-79,0
1642,4,55,549,-99,1392,1050,814,-79,0
1642,4,56,548,-103,1392,1052,814,-80,0
1642,4,57,549,-104,1392,1053,816,-80,0
1642,4,58,550,-101,1395,1054,817,-80,0
1642,4,59,550,-101,1392,1055,819,-80,0
1642,4,60,551,-100,1392,1064,830,-79,0
1642,4,61,550,-102,1392,1066,832,-79,0
1642,4,62,550,-102,1392,1067,833,-79,0
1642,4,63,550,-104,1389,1068,834,-80,0
1642,4,64,550,-102,1389,1070,837,-80,0
1642,4,65,550,-103,1389,1072,839,-80,0
1642,4,66,550,-103,1389,1072,839,-80,0
1642,4,67,550,-104,1392,1072,840,-81,0
1642,4,68,550,-104,1389,1073,842,-81,0
1642,4,69,549,-105,1389,1073,841,-81,0
1642,4,70,550,-105,1389,1074,843,-81,0
1642,4,71,549,-104,1389,1075,843,-81,0
1642,4,72,549,-105,1389,1074,842,-80,0
1642,4,73,548,-106,1392,1072,839,-80,0
1642,4,74,550,-103,1392,1073,839,-80,0
1642,4,75,550,-103,1392,1076,840,-80,0
1642,4,76,550,-103,1389,1081,843,-79,0
1642,4,77,551,-103,1389,1083,843,-78,0
1642,4,78,551,-104,1392,1085,842,-77,0
1642,4,79,550,-103,1389,1088,843,-77,0
1642,4,80,551,-102,1392,1088,841,-76,0
1642,4,81,551,-102,1389,1084,837,-76,0
1642,4,82,551,-103,1392,1082,834,-76,0
1642,4,83,551,-103,1389,1082,835,-76,0
1642,4,84,551,-103,1389,1082,835,-76,0
1642,4,85,551,-103,1389,1083,836,-76,0
1642,4,86,551,-103,1392,1082,835,-76,0
1642,4,87,551,-103,1389,1084,837,-76,0
1642,4,88,551,-104,1392,1084,836,-76,0
1642,4,89,551,-104,1389,1085,838,-76,0
1642,4,90,550,-104,1389,1087,839,-76,0
1642,4,91,550,-104,1386,1089,842,-77,0
1642,4,92,550,-104,1389,1089,841,-76,0
1642,4,93,550,-104,1389,1088,840,-76,0
1642,4,94,551,-104,1389,1088,840,-76,0
1642,4,95,551,-104,1389,1088,841,-76,0
1642,4,96,551,-104,1392,1087,838,-76,0
1642,4,97,551,-104,1392,1087,839,-76,0
1642,4,98,551,-104,1392,1089,841,-76,0
1642,4,99,551,-104,1392,1089,841,-76,0
1642,4,100,551,-104,1389,1090,842,-76,0
1642,4,101,551,-103,1392,1089,841,-76,0
1642,4,102,551,-104,1389,1091,843,-77,0
1642,4,103,551,-104,1389,1092,844,-77,0
1642,4,104,551,-104,1392,1092,844,-77,0
1642,4,105,551,-104,1392,1091,843,-76,0
1642,4,106,551,-104,1392,1093,844,-77,0
