Lot-ID,Wafer-NO,P1_6_std,P1_6_max,P1_7_std,P1_7_max,P1_8_std,P1_8_max,P1_11_std,P1_11_min,P1_12_std,P1_12_min,P1_15_std,P1_15_max,P2_6_std,P2_6_max,P2_7_std,P2_7_max,P2_8_std,P2_8_max,P2_11_std,P2_11_min,P2_12_std,P2_12_min,P2_15_std,P2_15_max,Yield
1581,10,0.778498944,604,1.969463856,-59,4.294993562,2403,11.25833025,2008,170.7320247,429,8.181186844,-24,0.677302546,551,1.490873134,-54,2.984826492,1398,63.7028773,1095,21.61436793,870,3.758138316,-100,1
1581,11,0.646669791,604,1.07871978,-59,4.049691346,2406,6.903227177,2024,158.2594533,430,6.305841448,-25,0.670915701,551,1.198891218,-59,3.35311691,1395,70.93580723,1089,16.81235134,903,2.783843902,-105,1
1581,12,0.809039835,604,1.183215957,-62,2.493628244,2406,0.301511345,2046,156.4950188,435,8.024961059,-26,0.735847164,552,2.225501297,-44,3.548209229,1398,66.16480112,1098,22.11234917,841,3.004658616,-101,1
1581,13,0.866025404,604,1.882937743,-58,3.493500459,2406,2.020725942,2040,167.7641517,435,8.058028182,-25,0.513145313,552,2.411445312,-42,2.615810726,1395,66.5541745,1092,20.08074454,843,3.387291587,-98,1
1581,14,0.774596669,604,2.088931871,-56,2.101947149,2400,9.346851682,2016,178.3344152,428,8.588575922,-24,0.578703965,552,1.380546149,-58,3.588556625,1402,67.92750065,1096,17.64516696,913,3.185912605,-106,1
1581,15,0.603022689,603,1.420627262,-63,4.045199175,2406,4.522670169,2032,128.3372687,432,3.970344615,-25,0.517942893,551,3.117071373,-39,3.205541245,1402,67.32394878,1095,20.34037792,837,3.093175086,-102,1
1581,16,0.937436867,604,0.965307299,-61,2.701009912,2406,13.46685043,2001,161.6328378,425,6.707639245,-25,0.611991962,552,1.440036807,-55,3.199508244,1398,62.99216324,1101,21.43371022,904,3.353067876,-106,1
1581,17,0.83484711,604,1.164500153,-62,2.860387768,2403,1.732050808,2041,172.8769706,435,8.088525355,-25,0.577350269,552,3.308030088,-39,3.56787468,1398,68.254162,1093,20.01755986,832,3.326226659,-102,1
1581,18,0.452267017,603,42.59072313,82,10.83310023,2435,12.94364241,2003,117.3023483,425,19.26588286,-25,0.646237652,552,19.73592788,108,3.251662065,1398,77.56862937,871,44.57231249,577,10.00186025,-28,1
1581,19,0.492365964,603,1.370688834,-64,1.477097892,2397,6.665151343,2024,153.5222815,428,5.674904885,-25,0.628962816,552,19.94162157,111,2.976024149,1398,74.38698755,870,46.1247042,579,10.28092089,-28,1
1581,20,0.717740563,604,0.866025404,-62,3.464101615,2406,3.175426481,2036,163.0674475,430,6.866696087,-25,0.631500401,552,1.431465881,-57,3.664446618,1398,67.92989936,1093,16.7082312,903,2.979878868,-103,1
1581,21,0.389249472,603,6.473137968,-41,4.3658454,2410,8.948929172,2016,170.5938824,426,8.586017527,-25,0.623495632,552,1.327138208,-58,3.658015059,1398,71.15217593,1087,17.1218864,898,3.002627437,-103,1
1581,22,0.99620492,604,1.356801051,-60,3.433348044,2403,4.618802154,2031,164.2555981,432,6.971804688,-25,0.653218047,551,1.698486815,-56,3.190397709,1402,67.42538899,1087,19.41785592,859,3.022959166,-104,1
1581,23,0.651338947,603,0.852802865,-62,2.261335084,2403,26.445341,1964,159.2559166,413,6.743683914,-24,0.646380862,552,1.763560147,-53,3.905397399,1398,63.91544564,1103,21.99123046,864,3.610040915,-100,1
1581,24,0.887625365,604,1.912875038,-60,3.260182185,2400,11.23576541,2008,162.0367289,424,6.748737256,-25,0.679389002,551,19.8195278,106,4.027570976,1398,80.07721626,880,42.87876316,584,9.861719988,-30,1
1581,25,0.514928651,603,3.654594452,-51,4.010403139,2403,10.12198328,2012,166.2158144,426,8.024111392,-25,0.694618579,552,1.21856861,-59,3.999798788,1398,67.26011551,1092,16.74802009,905,3.094487862,-104,1
1582,1,0.516397779,603,1.33749351,-61,2.915475947,2406,27.8146644,1972,94.22484928,405,2.633122354,-23,0.687751869,552,1.079784715,-59,3.131974219,1395,67.67227714,1103,17.81508643,913,3.011829181,-107,1
1582,2,0.753778361,604,2.353269808,-57,3.165869118,2406,0,2047,173.3783741,443,8.201995323,-25,0.720570657,552,1.271757723,-59,2.962909568,1395,67.42360201,1101,17.23740109,902,3.265086059,-103,1
1582,3,0.651338947,603,4.030189108,-52,3.493500459,2403,2.309401077,2039,170.2601396,433,8.125437051,-25,0.558020755,552,1.23283242,-57,4.042322683,1398,65.41421452,1102,20.32877287,889,3.265479144,-101,1
1582,4,0.514928651,603,2.806917861,-54,3.250874008,2403,5.189587477,2029,169.4650004,427,8.315739002,-25,0.629080185,552,1.734330323,-55,3.162936978,1395,62.84344268,1101,21.7492898,906,3.260526951,-107,1
1582,6,0.99620492,604,0.674199862,-62,1.864744682,2403,0,2047,167.9114124,437,8.125437051,-25,0.650922357,552,2.369977752,-45,2.551348205,1392,65.94153808,1095,20.35041489,845,3.206118937,-100,1
1582,8,0.800640769,604,6.467869304,-41,11.8283666,2438,14.7204724,1999,177.6819039,417,10.48808848,-25,0.705054217,552,20.68948683,111,3.312220925,1398,79.9234222,876,44.65099305,582,10.19183492,-28,1
1582,9,0.797724035,604,2.994945237,-54,2.153221688,2400,7.505553499,2021,169.1063857,427,8.532913105,-25,0.674535202,552,2.379430928,-45,3.141614585,1395,68.19499405,1096,22.03201691,844,3.402582359,-100,1
1582,10,0.887625365,604,1.621353718,-61,1.544785952,2400,26.24520158,1968,171.9701128,411,8.203380678,-24,0.691414369,552,1.326665522,-57,3.209361307,1398,65.20281466,1098,20.8787538,905,2.983876618,-107,1
1582,11,1.044465936,604,1.764549904,-62,2.378884383,2403,1.154700538,2043,165.4054706,430,7.325236577,-25,0.52267913,551,1.302767361,-58,3.164672418,1395,71.00949738,1091,17.65523886,902,3.012328978,-104,1
1582,12,0.753778361,604,3.058767825,-54,2.8123106,2403,11.3654847,2008,165.3272237,423,7.913835219,-25,0.591352847,551,20.34258896,109,3.187248234,1402,79.69073522,871,45.41815998,578,10.31347695,-28,1
1582,13,0.776250026,604,8.579193674,-33,5.193684528,2413,19.27666319,1985,164.8594584,414,8.538750284,-24,0.603144009,552,1.334422761,-57,2.935455912,1395,66.59728516,1104,19.87771469,908,3.276463225,-107,1
1582,14,0.687551651,604,2.203303305,-58,2.101947149,2403,0,2047,167.8108242,439,8.198669515,-25,0.637398962,552,1.387894484,-59,2.934909918,1398,66.48385969,1097,19.08386256,905,3.354232843,-104,1
1582,15,0.924416278,604,0.809039835,-62,2.101947149,2403,16.40121947,1997,124.2439682,421,4.03394686,-25,0.558969335,552,1.687550321,-56,2.681279231,1395,66.36897302,1097,19.8358352,900,2.681279231,-108,1
1582,16,0.934198733,604,1.026910636,-63,1.61807967,2400,6.331738236,2026,172.3010579,428,8.286900945,-25,0.710358576,552,1.534144598,-58,3.618919168,1398,66.0206073,1095,18.24154464,908,2.964636463,-104,1
1582,17,1.029857301,604,2.918073254,-57,2.918073254,2400,12.04033625,2007,168.7706665,422,8.13894491,-25,0.759889934,552,1.199033427,-59,2.632021321,1398,70.32180393,1093,16.11039169,909,2.823151844,-105,1
1582,18,0.621581561,603,2.540579748,-56,3.165869118,2406,10.0645643,2012,169.4464249,427,8.207073815,-25,0.682787243,552,1.730466044,-58,3.594699053,1398,68.99396851,1095,18.29551464,908,3.103249593,-105,1
1582,19,0.900336637,604,0.674199862,-62,3.186144245,2400,13.24907087,2002,171.0201787,422,7.988628281,-25,0.697353117,552,1.567725281,-56,2.661667689,1395,68.17863378,1093,19.14174477,872,3.246119332,-106,1
1582,20,0.668557923,604,2.964435661,-56,2.153221688,2403,8.43154251,2018,168.1906161,427,7.761599335,-25,0.617973582,551,1.176907245,-58,3.419202491,1398,67.92287614,1097,17.8507562,906,3.55406645,-106,1
1582,21,0.854850414,604,3.686426941,-51,3.240370349,2406,11.18148653,2009,166.1582502,421,8.086868114,-25,0.640319279,552,2.660600908,-44,3.225638077,1395,69.95277944,1088,18.25381363,846,2.841588793,-101,1
1582,22,0.674199862,603,1.864744682,-62,3.058767825,2403,16.57192771,1993,168.9298537,418,8.032132439,-25,0.596594484,552,1.705389881,-58,2.581245891,1395,71.58365997,1088,16.21352881,898,2.642930379,-103,1
1582,24,0.668557923,603,1.403458931,-64,2.701009912,2403,20.1003166,1982,160.470237,416,7.829141367,-24,0.707106781,552,1.644452904,-57,3.014311196,1398,66.70156364,1093,17.09665403,896,3.213332944,-102,1
1582,25,0.288675135,603,0.288675135,-63,2.713602101,2403,14.81067387,1999,171.7546479,423,7.912399169,-25,0.719450573,552,1.007905261,-59,3.275086331,1398,69.21777909,1088,16.54706341,903,3.214511676,-102,1
1583,3,0.797724035,604,0.866025404,-62,0.866025404,2397,8.050973967,2019,159.4284298,424,8.162645887,-24,0.784367682,552,1.675365068,-54,2.591266483,1398,70.89046535,1096,17.92180729,897,3.550556721,-105,1
1583,6,0.426401433,603,1.164500153,-63,2.378884383,2403,21.32628908,1978,163.7311868,412,7.912399169,-24,0.663725908,552,1.609282055,-54,2.449130343,1398,66.29858333,1096,21.96853633,858,3.716872455,-100,1
1583,8,0.492365964,603,0.668557923,-61,2.393172106,2403,16.52729606,1994,148.1328233,419,5.696224161,-24,0.537612235,551,1.555129095,-57,2.749929418,1395,68.81670075,1092,20.70194678,894,3.091462899,-103,1
1583,9,0.900336637,604,2.895921897,-54,4.677476657,2403,18.07476057,1988,162.5569131,416,8.728219646,-24,0.509964038,551,2.971521698,-42,3.318056353,1398,69.34297849,1085,20.04688083,840,3.228939696,-100,1
1583,10,0.646669791,604,2.37027041,-58,2.252271581,2403,12.42797431,2006,152.6789859,419,8.141922936,-24,0.627195935,552,1.701844086,-55,2.862479488,1398,70.30154512,1098,19.91379455,872,3.266620188,-104,1
1583,11,0.792961461,604,3.618136135,-53,1.954016842,2400,4.041451884,2033,164.7586849,431,8.091802811,-25,0.558206237,551,2.422120283,-45,2.887109926,1398,68.28417663,1100,23.092527,847,3.71711948,-99,1
1583,12,0.674199862,603,0.717740563,-62,3.250874008,2406,15.66964833,1995,151.1861185,418,5.946096249,-24,0.700675156,552,1.456961365,-58,2.548917788,1395,70.96758973,1094,17.0317847,898,3.556669706,-104,1
1583,13,0.778498944,604,0.900336637,-63,2.954195784,2403,14.96738879,1997,162.4466346,419,7.848952835,-24,0.559534155,552,1.506792134,-58,2.929143096,1395,71.15512003,1095,18.36296246,905,3.213715577,-104,1
1583,14,0.753778361,603,2.391588796,-58,2.98861476,2403,12.10903745,2005,164.2384399,424,8.136617568,-24,0.688508726,552,1.649583814,-53,3.604993184,1398,67.97562588,1100,20.10658721,909,3.175167734,-106,1
1583,16,0.467099366,603,3.458848994,-53,2.062654953,2400,13.93426124,2001,165.8061299,422,8.382882993,-24,0.602272194,551,2.745910985,-43,3.221788104,1395,71.41010739,1093,21.60565114,839,3.054532263,-104,1
1583,17,0.900336637,604,0.900336637,-63,2.153221688,2403,11.08643725,2009,163.0233298,424,7.761599335,-25,0.708670078,552,2.409488287,-44,3.291107463,1395,68.7874544,1102,22.79064901,844,3.754594771,-100,1
1583,18,0.577350269,604,2.828427125,-56,3.250874008,2403,19.79592857,1985,165.848507,416,8.162645887,-24,0.694402345,551,1.908301576,-55,2.537666557,1398,69.19280381,1100,21.17500773,871,4.092006043,-101,1
1583,19,0.753778361,603,0.984731928,-62,2.8123106,2406,10.86278049,2010,161.4355111,424,8.039203187,-25,0.581396737,551,1.335143699,-58,3.026735092,1398,72.53974423,1091,17.47560716,899,3.006245275,-105,1
1583,20,0.904534034,604,1.215431087,-63,2.261335084,2403,21.82159064,1980,154.5106645,413,6.841827684,-24,0.576981001,552,1.37633141,-57,3.128942526,1395,71.30659461,1096,19.28393091,900,2.913574661,-105,1
1583,21,0.904534034,604,1.240112409,-62,2.701009912,2403,6.062177826,2026,162.3110557,425,7,-25,0.644864959,551,21.26033548,110,3.293031422,1398,80.77775202,876,46.21828466,582,10.54735133,-29,1
1583,22,0.792961461,604,4.492417855,-49,1.732050808,2403,20.62140694,1984,150.20196,411,8.451286436,-24,0.669805313,552,1.35419551,-57,3.07339971,1395,73.32351462,1099,18.92675105,907,3.002632734,-107,1
1583,23,0.809039835,603,1.213559752,-63,3.311138228,2403,6.90059286,2024,152.7785087,425,8.3197465,-25,0.745260672,552,1.633645602,-56,3.848195733,1395,73.6765789,1095,18.8020491,872,3.162142863,-104,1
1583,24,0.674199862,604,0.668557923,-62,2.378884383,2403,10.3495718,2011,167.8383737,423,7.946792759,-25,0.549739283,552,1.68732999,-56,3.727595716,1398,70.17789124,1097,19.64196632,902,3.129530921,-107,1
1583,25,0.621581561,603,2.00567377,-57,2.261335084,2403,18.9470954,1985,162.5701713,417,8.816307205,-25,0.755485763,552,1.162060081,-59,3.498812367,1398,70.34424246,1095,18.86180505,899,3.158096268,-104,1
1584,2,0.717740563,604,0.674199862,-66,1.864744682,2400,0,2047,172.3086334,442,8.251721583,-25,0.771473283,552,3.035868738,-38,3.116000119,1398,70.22869512,1096,22.03490007,836,3.280023065,-101,1
1584,3,0.668557923,603,0.83484711,-64,1.954016842,2403,7.216878365,2022,168.0520076,424,7.993842327,-24,0.711931623,552,1.291600407,-58,2.779311001,1395,67.6257248,1104,20.2588685,890,3.626001561,-102,1
1584,6,0.660225292,603,5.170180774,-48,2.696151103,2403,7.956613118,2019,164.0357606,421,8.735427426,-25,0.690733433,552,19.40062355,101,2.644826941,1395,78.15537172,884,44.83542327,586,10.22125153,-30,1
1584,7,1.044465936,604,2.094364733,-58,2.153221688,2403,7.216878365,2022,164.395495,425,8.155682161,-25,0.638948422,552,2.555449239,-42,3.055530659,1398,70.1296572,1095,22.41289434,840,3.392433816,-100,1
1584,8,0.668557923,604,8.058028182,-37,2.895921897,2403,21.56789842,1980,147.5092961,412,8.478135873,-24,0.792824967,552,2.115505216,-58,3.474127979,1398,71.87270349,1096,19.02553585,901,3.23093228,-107,1
1584,9,0.577350269,603,2.443296333,-58,2.153221688,2400,11.53912974,2008,167.0907937,422,8.073056573,-25,0.767026714,552,2.319890374,-47,2.9900573,1398,72.21317369,1097,19.52521972,846,3.716622079,-100,1
1584,10,0.751067616,604,3.176435674,-52,2.175033156,2403,22.01951349,1976,164.7955221,408,8.094790981,-24,0.671206077,552,2.767004644,-44,3.26395713,1398,70.85326744,1096,20.75109316,846,3.454645506,-100,1
1584,11,0.786245393,603,1.009049958,-64,3.080731908,2403,28.0606486,1969,103.6398484,408,3.176619129,-24,0.60774845,552,1.166829329,-59,3.326162058,1398,70.70087457,1096,20.20454923,900,3.068709375,-105,1
1584,13,0.668557923,604,1.311372171,-63,1.477097892,2400,13.58781763,2001,164.6412767,416,8.129165599,-25,0.59879154,552,2.633096883,-43,2.300293044,1395,68.77215173,1092,21.11989345,837,2.866303223,-104,1
1584,14,0.753778361,604,0.99620492,-61,3.343922574,2406,18.74388789,1988,135.5859059,412,4.494946658,-24,0.74377963,552,3.08968702,-39,2.798250068,1398,69.22186411,1095,20.90483973,844,3.43370024,-100,1
1628,1,0.948683298,603,0.674948558,-50,2.469817807,2403,112.6351534,1753,84.54742259,353,2.658320272,-17,0.669805313,552,1.014707473,-45,3.620253242,1402,59.55500037,977,10.38947431,733,2.47338777,-76,1
1628,2,0.577350269,604,1.164500153,-48,3.21926022,2403,81.75624339,1839,182.3727452,387,9.248669028,-19,0.632950218,552,2.636826886,-27,3.089053823,1398,57.50002892,974,13.59663006,707,2.464735635,-76,1
1628,4,0.59914469,603,1.846687957,-49,3.642695536,2406,109.6483306,1776,171.6762756,363,8.817232544,-18,0.696634917,552,3.894599967,-19,2.738612788,1398,58.70526622,978,14.11022125,698,2.217752579,-76,1
1628,5,0.514928651,604,1.435481125,-48,2.378884383,2403,101.5123145,1795,130.6983573,367,4.334498678,-19,0.587129029,552,3.972889494,-17,2.944764101,1395,57.88041681,975,12.71600937,704,2.642384267,-76,1
1628,6,0.506369684,603,1.800996875,-48,3.497251668,2403,104.7334835,1785,174.6713397,364,8.863639352,-18,0.730204899,552,2.737253246,-30,2.83843979,1395,59.111973,975,13.68534001,704,2.414160105,-76,1
1628,9,0.577350269,604,1.422226168,-47,3.165869118,2406,102.6618456,1797,169.7695408,372,8.969223472,-19,0.801407213,552,3.311403381,-22,2.999329234,1402,60.13126821,973,12.2908744,698,2.521297612,-75,1
1637,2,0.900336637,604,1.378954369,-114,3.186144245,2403,131.4975515,1712,120.2806063,351,3.821787619,-18,0.832069435,552,6.809140124,-63,3.587100192,1398,72.76713618,979,15.00214615,675,3.706326079,-74,1
1637,3,0.753778361,603,3.744693215,-104,2.954195784,2403,152.2590247,1678,144.3103505,339,7.469128382,-17,0.716598572,552,3.026727784,-92,3.860028474,1398,69.51184487,978,12.6541949,705,3.108372883,-75,1
1638,1,0.660225292,603,38.92217745,24,2.303842943,2400,127.0178162,1736,133.3688735,352,16.72093728,-17,0.530450061,552,1.769428567,-103,2.923813549,1398,66.03117217,978,12.68603146,719,2.824923454,-80,1
1638,3,0.404519917,602,30.91866162,-28,13.28772503,2442,14.34192836,2003,127.2347151,405,18.33079872,-21,0.797213818,552,6.273430081,-76,2.840382885,1398,82.48313269,1065,17.81983339,752,4.558140091,-86,1
1638,4,0.767947648,604,5.398242829,-113,2.175033156,2403,29.93004665,1960,174.5481713,389,9.702629831,-20,0.641301494,552,0.961638441,-125,2.462188913,1395,78.57465916,1061,9.749683996,850,3.919717478,-91,1
1638,5,0.474631147,604,29.1295892,-19,17.08881133,2464,17.9523178,1989,178.054196,398,19.45013348,-20,0.578626696,552,1.264751986,-129,2.796232015,1398,88.33338623,1064,9.582995503,845,2.809727283,-91,1
1638,8,0.651338947,603,1.114640858,-130,2.00567377,2403,21.09502311,1984,179.6630474,402,8.026471356,-20,0.640324644,552,1.472757307,-126,2.907783252,1395,84.13904279,1066,10.41861484,849,2.88417516,-91,1
1638,9,0.753778361,604,1.356801051,-130,2.662876094,2403,27.08390442,1970,179.1159266,401,7.936776691,-21,0.594879213,552,1.940515709,-119,3.519623181,1398,85.87027843,1066,13.20807315,794,3.207380663,-87,1
1638,10,0,602,1.443375673,-130,2.215646838,2400,27.56260092,1969,169.0902574,397,8.07164885,-20,0.670082573,551,1.611530938,-124,2.229933349,1392,82.31526755,1069,13.04230034,810,3.926309416,-88,1
1638,12,0.447213595,604,0.873862898,-124,3.85887407,2406,137.1300643,1682,89.37032251,338,2.766684921,-17,0.667522282,552,3.521082406,-94,2.993079283,1398,64.70881976,979,13.72297399,704,3.229548696,-73,1
1638,14,0.630425172,603,32.20208625,-7,16.79056512,2458,153.4636431,1662,131.7637746,335,16.90584787,-17,0.589931566,552,3.518712868,-91,2.704946311,1395,61.85488386,976,12.4358703,718,2.759420605,-76,1
1638,16,0.674199862,604,2.153221688,-113,3.315482505,2403,154.6015406,1663,146.5949635,338,7.012434843,-17,0.605142283,552,2.867441756,-98,3.075344937,1395,62.55236148,972,13.20857122,708,2.955062498,-73,1
1638,17,0.668557923,603,0.900336637,-121,2.701009912,2400,154.5606677,1666,147.2475498,339,6.915069184,-17,0.599295361,551,3.432332686,-95,3.395546195,1395,62.92315282,963,12.32190023,702,2.591026709,-73,1
1638,18,0.660225292,604,4.89636181,-105,2.780426088,2403,169.2331498,1622,153.0198579,326,8.75448603,-17,0.621164027,552,5.389685171,-74,2.955723493,1398,61.15687715,961,13.64884962,684,2.425213198,-72,1
1638,19,0.640512615,604,2.431101892,-112,3.094660414,2406,169.5579849,1622,149.5112122,324,8.067026904,-17,0.672542849,552,4.604302074,-82,2.932163964,1398,62.72746776,955,13.28065718,685,2.548917788,-73,1
1638,20,0.717740563,604,0.792961461,-118,2.153221688,2403,158.0250028,1647,142.7951224,335,6.680478118,-17,0.588771132,552,2.979381199,-94,3.310366081,1398,64.54048733,961,13.1025257,692,3.074728831,-72,1
1639,1,0.753778361,604,27.32339989,-25,14.88821987,2448,204.4701023,1516,127.3431001,298,14.96131375,-15,0.624680592,552,1.244908178,-106,3.043830135,1398,57.68857814,914,11.33146386,683,3.210987477,-66,1
1641,7,0.751067616,604,20.85480944,-23,18.9979756,2458,4.714951668,2030,192.0353199,408,13.5249058,-21,0.492365964,551,0.820625721,-97,3.171000592,1398,91.13596109,1086,10.40446605,866,3.220888988,-95,1
1641,8,0,602,28.84574359,4,18.61244414,2464,0,2047,160.6679567,413,20.03266563,-21,0.551328127,552,1.143441825,-95,2.522070412,1398,90.26296341,1088,9.861086433,872,3.291863247,-95,1
1641,9,0.836660027,603,0.816496581,-99,10.44349878,2413,0,2047,24.22189093,414,0.752772653,-21,0.643721646,552,0.984686964,-97,2.466964667,1398,93.16686889,1092,9.692164254,885,4.317539291,-96,1
1641,10,0.947330933,604,27.42308591,-1,18.96285167,2461,0,2047,193.1337387,419,18.79784494,-21,0.609618418,552,1.059526382,-97,2.405222683,1398,89.1113122,1089,10.53136342,870,2.912836313,-95,1
1641,11,0.630425172,603,29.83050409,8,19.02360207,2464,3.050851079,2036,190.3905568,411,17.86703023,-21,0.422902062,552,0.672967024,-98,2.703541125,1395,89.43013496,1087,10.18313085,868,3.301005092,-95,1
1641,12,0.493548117,604,27.03226942,-4,13.49358822,2448,9.739557195,2012,196.6361341,403,15.71827289,-21,0.629085471,552,0.732399389,-103,2.697554046,1402,90.01961945,1092,9.733397768,870,3.831007298,-96,1
1641,13,0.646669791,603,0.687551651,-105,3.85887407,2403,0,2047,128.6471566,412,3.668043819,-21,0.611658299,552,0.943138637,-103,3.291757029,1398,90.13870689,1089,8.860167273,872,3.496118394,-95,1
1641,14,0.514928651,604,0.99620492,-102,3.908033684,2406,6.665151343,2024,178.2722424,407,6.534291828,-20,0.525932082,552,14.82695911,10,2.552309878,1398,90.05803972,1009,31.72601717,659,6.772386388,-52,1
1641,15,0.59914469,604,23.09595369,-19,12.99112123,2448,0,2047,198.328496,413,14.11536715,-21,0.687106531,552,0.809498895,-103,2.248076101,1395,87.94969607,1089,10.97155413,872,3.301514804,-95,1
1642,5,0.621581561,604,4.981785003,-88,2.269694947,2410,9.810322331,2013,160.4105528,406,8.596599046,-21,0.589989767,552,1.21771774,-101,2.171820013,1398,93.8089989,1090,24.51233489,889,7.140901354,-98,1
1647,1,0.753778361,604,0,-77,8.638795511,2419,2.020725942,2040,205.1754608,413,7.61975105,-19,0.656399576,552,0.850940708,-74,1.878848114,1395,72.91424449,1069,12.52203501,823,3.323995554,-88,1
1647,2,0.426401433,604,0.937436867,-76,4.851585183,2413,0,2047,220.830303,429,7.773303186,-20,0.622944381,552,0.904784009,-74,2.017561972,1395,71.91140461,1073,12.85798996,831,3.276563157,-89,1
1647,3,0.869718493,604,2.019139192,-72,8.439832299,2432,0,2047,216.8389749,421,10.17790468,-20,0.868429804,552,1.8243187,-63,2.274992885,1398,72.12205992,1063,14.1953015,799,3.71138296,-87,1
1647,4,0.53935989,604,0.70064905,-69,3.027149875,2403,0,2047,138.4969314,422,4.156047073,-21,0.834358344,552,1.53876199,-64,2.072368582,1392,73.93858873,1064,12.43332216,831,3.725045173,-88,1
1648,1,0.866025404,604,32.0108883,42,18.51023468,2461,0,2047,192.0752693,416,22.05416885,-20,0.690638905,552,0.814928906,-57,2.210569048,1392,68.31811529,1067,13.82602597,815,3.341401149,-88,1
1648,2,0.707106781,604,0.707106781,-61,1.5,2400,0,2047,77.44693524,422,1.936491673,-20,0.722451227,552,0.763836635,-60,1.950889579,1395,70.49035783,1067,10.77796972,830,3.289169212,-88,1
1648,3,0.792961461,604,0.937436867,-60,1.356801051,2406,0,2047,174.9303541,418,6.75995338,-20,0.650922357,552,7.783105186,3,1.954730638,1398,69.16610842,1073,20.99264069,717,3.584029651,-77,1
1648,4,0.792961461,603,0.577350269,-61,4.640892025,2416,0,2047,186.7562623,427,8.162645887,-21,0.571413348,552,7.245158892,-2,2.240923723,1398,69.14686546,1067,20.14186684,718,3.612991619,-77,1
1648,5,0.668557923,604,0.668557923,-61,6.617241025,2413,0,2047,184.5569634,425,8.291561976,-21,0.713949653,552,0.763836635,-60,1.369863664,1395,70.24946502,1070,10.17397288,836,3.080408908,-87,1
1664,1,1.032795559,604,0.40824829,-56,1.643167673,2400,0,2047,35.61694353,484,0.752772653,-19,0.688446318,552,1.083791112,-51,2.469606919,1402,70.76101175,1062,11.37418234,832,3.551072943,-90,1
1664,2,0.738548946,604,0.514928651,-59,2.662876094,2406,0,2047,200.4088246,455,6.374071531,-20,0.52505278,552,3.624252519,-28,2.321408552,1398,70.7546615,1073,17.20216899,756,3.490957842,-89,1
1664,3,0.514928651,604,0.452267017,-58,9.670323237,2432,0,2047,210.4067489,443,9.093787423,-20,0.682202515,552,1.062923101,-52,2.586102089,1398,71.01052279,1071,11.92274999,824,3.426161092,-88,1
1664,4,0.753778361,604,0.389249472,-58,9.561602503,2410,0,2047,191.9798561,428,6.440285143,-20,0.634119162,552,13.39073101,51,2.324809885,1398,74.36163651,975,31.46692663,641,6.431836831,-48,1
1665,1,0.877058019,604,24.88177172,34,15.33848854,2454,1.941450687,2040,189.5660023,403,15.48862279,-19,0.820911992,552,14.31921626,64,2.240657927,1395,73.40325641,998,39.00748279,634,7.9971694,-52,1
1665,3,0.792961461,604,0.674199862,-55,4.448356864,2410,0,2047,178.4664258,439,6.960385743,-20,0.554145852,552,1.055535528,-51,2.248287019,1398,68.00700844,1136,16.39609134,946,3.53757822,-108,1
1665,4,0.674199862,603,9.225705196,-26,17.88579087,2458,0,2047,158.0765781,418,9.765042786,-20,0.621776313,552,4.311015588,-19,2.374954938,1398,65.95142579,1134,19.93320276,877,3.42427319,-105,1
1665,5,0.651338947,603,0.288675135,-57,2.378884383,2406,0,2047,171.8310261,428,7.225271307,-19,0.40635456,552,0.832956844,-52,1.782925309,1395,69.05474463,1135,14.02095539,960,3.558289153,-108,1
1665,6,0.797724035,603,0.621581561,-56,7.196379561,2422,0,2047,182.6494199,435,7.906652358,-20,0.602506181,552,1.526029857,-52,2.057530574,1395,68.00270728,1133,14.82473193,949,3.720148369,-107,1
1665,7,0.892582375,604,38.74493941,86,10.54972527,2435,4.543441113,2030,172.9604064,410,19.11446147,-19,0.632871484,552,2.749003009,-32,2.591077809,1398,68.2973581,1131,17.30434992,893,3.757191934,-106,1
1665,8,0.651338947,604,0.651338947,-56,3.915780041,2410,0,2047,172.7149298,422,6.971804688,-19,0.571441794,552,0.805387266,-54,2.914078734,1398,68.30076055,1133,15.39142503,957,3.871429635,-108,1
1665,9,0.504524979,603,0.404519917,-56,1.940009372,2406,0,2047,128.2162945,422,3.487640515,-20,0.603580579,552,0.624680592,-54,2.371620435,1395,69.23996338,1131,12.9625168,958,3.965348801,-107,1
1666,1,0.900336637,604,17.25279951,3,13.01135867,2445,3.175426481,2036,156.1062915,404,11.49011433,-19,0.603767976,552,13.29437802,60,2.597417052,1395,75.32328347,1001,39.35215961,644,8.230091056,-54,1
1666,2,0.389249472,603,1.083624669,-56,4.185110693,2413,0,2047,171.7437088,435,7.452374037,-20,0.639872514,552,1.056976533,-50,2.704638329,1398,70.18209627,1127,13.69812061,957,3.724992722,-107,1
1666,3,0.668557923,604,2.391588796,-51,5.974694109,2413,0,2047,170.6511593,428,7.890827049,-20,0.594748032,552,4.794798104,-15,1.457884496,1395,67.77350856,1132,18.70367369,880,3.529390321,-105,1
1666,4,0.877058019,604,10.59208703,-21,10.6446086,2438,0,2047,176.6142762,422,10.1992961,-20,0.528468806,552,0.684447564,-54,1.767269997,1395,67.92662178,1133,14.9406393,953,3.618919255,-107,1
1666,5,0.792961461,604,11.32542059,-20,13.1779775,2442,0,2047,151.8409006,422,9.552090046,-20,0.598471509,552,13.54028697,61,2.442083756,1395,72.62963756,994,41.24195483,644,8.009222299,-51,1
